genome,completeness,contamination,length,N50
AtH2023_ERR1135205_MAG14.fasta,94.87,2.66,1699068.0,8309.0
AtH2023_ERR1135205_MAG15.fasta,92.09,0.26,2474218.0,22238.0
AtH2023_ERR1135205_MAG16.fasta,94.58,2.16,2149243.0,15849.0
AtH2023_ERR1135205_MAG17.fasta,84.23,2.1,1663680.0,5229.0
AtH2023_ERR1135205_MAG18.fasta,77.5,4.22,2129153.0,10498.0
AtH2023_ERR1135206_MAG1.fasta,92.48,1.48,1533171.0,7383.0
AtH2023_ERR1135206_MAG2.fasta,96.2,0.38,1966968.0,51484.0
AtH2023_ERR1135206_MAG3.fasta,96.13,1.57,3273210.0,15763.0
AtH2023_ERR1135206_MAG4.fasta,93.83,4.17,2023688.0,7425.0
AtH2023_ERR1135206_MAG5.fasta,91.3,3.9,2932467.0,10606.0
AtH2023_ERR1135206_MAG6.fasta,89.34,0.64,1926577.0,10224.0
AtH2023_ERR1135206_MAG7.fasta,86.88,0.09,2201690.0,22326.0
AtH2023_ERR1135206_MAG8.fasta,85.46,0.01,2475589.0,19384.0
AtH2023_ERR1135207_MAG1.fasta,92.81,0.12,1623200.0,6774.0
AtH2023_ERR1135207_MAG2.fasta,88.53,1.81,3121085.0,13596.0
AtH2023_ERR1135207_MAG3.fasta,88.59,1.45,2517695.0,19187.0
AtH2023_ERR1135207_MAG4.fasta,82.71,0.66,1352717.0,11363.0
AtH2023_ERR1135208_MAG1.fasta,96.96,5.48,2205559.0,27017.0
AtH2023_ERR1135208_MAG2.fasta,73.11,0.14,1872235.0,8820.0
AtH2023_ERR1135208_MAG3.fasta,81.33,3.7,2047254.0,6390.0
AtH2023_ERR1135208_MAG4.fasta,81.31,0.64,1725046.0,28510.0
AtH2023_ERR1135208_MAG5.fasta,82.49,0.91,2085646.0,12952.0
AtH2023_ERR1135208_MAG6.fasta,94.67,8.58,3948330.0,6974.0
AtH2023_ERR1135208_MAG7.fasta,79.07,1.09,2368001.0,12151.0
AtH2023_ERR1135208_MAG8.fasta,81.57,0.87,2106125.0,13064.0
AtH2023_ERR1135208_MAG9.fasta,87.33,0.29,1813749.0,12782.0
AtH2023_ERR1135209_MAG01.fasta,90.49,3.32,1498181.0,12737.0
AtH2023_ERR1135209_MAG02.fasta,81.79,0.98,2640749.0,25094.0
AtH2023_ERR1135209_MAG03.fasta,70.25,0.65,1469123.0,5732.0
AtH2023_ERR1135209_MAG04.fasta,95.93,1.42,2868821.0,18135.0
AtH2023_ERR1135209_MAG05.fasta,87.87,1.13,3074783.0,30463.0
AtH2023_ERR1135209_MAG06.fasta,86.79,1.01,2617352.0,28373.0
AtH2023_ERR1135209_MAG07.fasta,80.31,0.03,2230708.0,6972.0
AtH2023_ERR1135209_MAG08.fasta,88.09,3.21,2039035.0,15354.0
AtH2023_ERR1135209_MAG09.fasta,79.06,1.92,1676483.0,8738.0
AtH2023_ERR1135209_MAG10.fasta,88.45,0.07,1573586.0,31302.0
AtH2023_ERR1135209_MAG11.fasta,56.24,0.31,1375585.0,9837.0
AtH2023_ERR1135209_MAG12.fasta,85.06,0.47,2056629.0,34418.0
AtH2023_ERR1135209_MAG13.fasta,91.15,3.73,3003044.0,26959.0
AtH2023_ERR1135209_MAG14.fasta,99.83,1.21,1945206.0,38669.0
AtH2023_ERR1135209_MAG15.fasta,88.01,0.14,2168586.0,13202.0
AtH2023_ERR1135209_MAG16.fasta,95.08,0.05,1825213.0,20496.0
AtH2023_ERR1135210_MAG1.fasta,88.93,3.39,2330957.0,25518.0
AtH2023_ERR1135210_MAG2.fasta,57.83,0.15,1249341.0,6837.0
AtH2023_ERR1135210_MAG3.fasta,99.01,0.04,2015793.0,53178.0
AtH2023_ERR1135211_MAG01.fasta,89.27,4.67,2593209.0,17084.0
AtH2023_ERR1135211_MAG02.fasta,98.25,0.21,2745142.0,26895.0
AtH2023_ERR1135211_MAG03.fasta,93.7,3.92,1987477.0,10908.0
AtH2023_ERR1135211_MAG04.fasta,78.41,0.19,1229393.0,7008.0
AtH2023_ERR1135211_MAG05.fasta,87.15,1.18,1691547.0,5505.0
AtH2023_ERR1135211_MAG06.fasta,87.47,1.42,2190726.0,6061.0
AtH2023_ERR1135211_MAG07.fasta,81.85,1.23,2362773.0,8125.0
AtH2023_ERR1135211_MAG08.fasta,73.28,0.51,1935842.0,6142.0
AtH2023_ERR1135211_MAG09.fasta,99.67,0.95,3350255.0,20213.0
AtH2023_ERR1135211_MAG10.fasta,88.55,1.47,1865153.0,9691.0
AtH2023_ERR1135211_MAG11.fasta,83.69,0.68,2343112.0,11566.0
AtH2023_ERR1135211_MAG12.fasta,92.24,1.65,1377758.0,7780.0
AtH2023_ERR1135211_MAG13.fasta,96.52,0.7,3059228.0,33256.0
AtH2023_ERR1135212_MAG1.fasta,77.74,0.13,1798227.0,10914.0
AtH2023_ERR1135212_MAG2.fasta,98.12,0.25,1983775.0,43271.0
AtH2023_ERR1135212_MAG3.fasta,98.16,0.37,3050863.0,16963.0
AtH2023_ERR1135212_MAG4.fasta,89.37,1.77,2794039.0,14129.0
AtH2023_ERR1135212_MAG5.fasta,84.48,0.91,2371666.0,6828.0
AtH2023_ERR1135212_MAG6.fasta,87.65,0.41,1679591.0,5863.0
AtH2023_ERR1135212_MAG7.fasta,80.09,2.0,1896448.0,16713.0
AtH2023_ERR1135212_MAG8.fasta,86.52,0.01,2591004.0,15209.0
AtH2023_ERR1135213_MAG01.fasta,93.22,8.01,2493520.0,12470.0
AtH2023_ERR1135213_MAG02.fasta,88.75,1.83,2618991.0,23480.0
AtH2023_ERR1135213_MAG03.fasta,97.56,1.73,2001112.0,55821.0
AtH2023_ERR1135213_MAG04.fasta,81.73,1.15,1851840.0,15163.0
AtH2023_ERR1135213_MAG05.fasta,87.59,0.98,1959718.0,9576.0
AtH2023_ERR1135213_MAG06.fasta,81.79,2.49,2396347.0,9530.0
AtH2023_ERR1135213_MAG07.fasta,90.69,3.31,1868090.0,8770.0
AtH2023_ERR1135213_MAG08.fasta,80.48,5.04,2828283.0,5737.0
AtH2023_ERR1135213_MAG09.fasta,91.11,5.06,2802822.0,11696.0
AtH2023_ERR1135213_MAG10.fasta,84.06,0.08,2485308.0,21375.0
AtH2023_ERR1135213_MAG11.fasta,86.13,0.08,1708425.0,41363.0
AtH2023_ERR1135213_MAG12.fasta,78.08,0.27,1807620.0,34424.0
AtH2023_ERR1135213_MAG13.fasta,95.66,2.84,3057427.0,31221.0
AtH2023_ERR1135213_MAG14.fasta,99.97,1.39,3418833.0,49085.0
AtH2023_ERR1135214_MAG01.fasta,87.86,0.02,2369928.0,9787.0
AtH2023_ERR1135214_MAG02.fasta,92.97,3.75,3204882.0,12732.0
AtH2023_ERR1135214_MAG03.fasta,99.5,6.97,1885782.0,9788.0
AtH2023_ERR1135214_MAG04.fasta,99.79,0.28,1959984.0,13905.0
AtH2023_ERR1135214_MAG05.fasta,86.43,1.32,1472213.0,11460.0
AtH2023_ERR1135214_MAG06.fasta,86.89,0.5,2293424.0,9465.0
AtH2023_ERR1135214_MAG07.fasta,85.67,1.58,2198013.0,15281.0
AtH2023_ERR1135214_MAG08.fasta,78.31,1.16,2080675.0,5666.0
AtH2023_ERR1135214_MAG09.fasta,86.03,1.02,1768798.0,7427.0
AtH2023_ERR1135214_MAG10.fasta,89.0,0.34,2265356.0,13535.0
AtH2023_ERR1135214_MAG11.fasta,86.3,1.0,2172387.0,10807.0
AtH2023_ERR1135215_MAG1.fasta,76.66,1.12,1945810.0,5473.0
AtH2023_ERR1135215_MAG2.fasta,96.81,0.36,1791432.0,5941.0
AtH2023_ERR1135215_MAG3.fasta,72.19,0.84,1308764.0,5497.0
AtH2023_ERR1135215_MAG4.fasta,93.99,1.91,2532720.0,12292.0
AtH2023_ERR1135215_MAG5.fasta,86.61,4.59,1936322.0,8767.0
AtH2023_ERR1135215_MAG6.fasta,82.29,0.06,2444485.0,24001.0
AtH2023_ERR1135216_MAG1.fasta,80.67,5.27,1494539.0,8931.0
AtH2023_ERR1135216_MAG2.fasta,91.3,1.51,1710340.0,41031.0
AtH2023_ERR1135216_MAG3.fasta,85.29,0.19,2279752.0,15760.0
AtH2023_ERR1135216_MAG4.fasta,84.39,0.27,2242023.0,16351.0
AtH2023_ERR1135216_MAG5.fasta,86.96,4.47,2844123.0,7595.0
AtH2023_ERR1135216_MAG6.fasta,99.46,0.37,2719948.0,20809.0
AtH2023_ERR1135216_MAG7.fasta,84.28,1.96,1739885.0,7354.0
AtH2023_ERR1135216_MAG8.fasta,87.29,6.39,1684564.0,7626.0
AtH2023_ERR1135216_MAG9.fasta,89.53,0.04,2227528.0,23488.0
AtH2023_ERR1135217_MAG01.fasta,97.27,1.15,2392128.0,29630.0
AtH2023_ERR1135217_MAG02.fasta,83.54,0.44,1674134.0,5977.0
AtH2023_ERR1135217_MAG03.fasta,90.52,1.26,1867018.0,6679.0
AtH2023_ERR1135217_MAG04.fasta,87.27,0.19,2255609.0,9180.0
AtH2023_ERR1135217_MAG05.fasta,86.12,1.27,2231596.0,17629.0
AtH2023_ERR1135217_MAG06.fasta,90.18,3.51,2936300.0,10914.0
AtH2023_ERR1135217_MAG07.fasta,99.91,0.79,2184482.0,28290.0
AtH2023_ERR1135217_MAG08.fasta,90.99,0.07,2462886.0,30985.0
AtH2023_ERR1135217_MAG09.fasta,70.68,0.72,2081147.0,14667.0
AtH2023_ERR1135217_MAG10.fasta,95.38,0.41,2519048.0,37489.0
AtH2023_ERR1135218_MAG01.fasta,98.72,1.68,2316362.0,27346.0
AtH2023_ERR1135218_MAG02.fasta,92.89,3.95,3106921.0,8809.0
AtH2023_ERR1135218_MAG03.fasta,99.59,0.59,1923462.0,28648.0
AtH2023_ERR1135218_MAG04.fasta,94.16,0.74,2352427.0,7811.0
AtH2023_ERR1135218_MAG05.fasta,77.75,0.81,2278829.0,5989.0
AtH2023_ERR1135218_MAG06.fasta,78.91,1.78,1950722.0,15800.0
AtH2023_ERR1135218_MAG07.fasta,78.44,0.28,2189393.0,17942.0
AtH2023_ERR1135218_MAG08.fasta,88.21,0.08,1907209.0,6107.0
AtH2023_ERR1135218_MAG09.fasta,80.36,2.47,1665611.0,5070.0
AtH2023_ERR1135218_MAG10.fasta,85.78,0.21,2318142.0,23993.0
AtH2023_ERR1135218_MAG11.fasta,95.19,0.37,2401011.0,36805.0
AtH2023_ERR1135218_MAG12.fasta,78.23,1.18,2170273.0,5751.0
AtH2023_ERR1135218_MAG13.fasta,84.73,0.14,2216424.0,25904.0
ERR1135219_MAG1.fasta,97.73,0.08,1748731.0,27694.0
ERR1135219_MAG2.fasta,98.29,0.2,1412884.0,7678.0
ERR1135219_MAG3.fasta,87.37,1.5,1575830.0,22828.0
ERR1135219_MAG4.fasta,88.68,6.47,2915245.0,7773.0
ERR1135219_MAG5.fasta,97.63,0.53,1836788.0,14071.0
ERR1135219_MAG6.fasta,82.85,0.08,2493727.0,11785.0
ERR1135219_MAG7.fasta,89.27,1.45,831174.0,6890.0
ERR1135219_MAG8.fasta,90.69,0.09,1703069.0,11019.0
ERR1135219_MAG9.fasta,95.89,0.21,2350790.0,39148.0
AtH2023_ERR1135220_MAG1.fasta,81.93,0.4,1268876.0,9528.0
AtH2023_ERR1135220_MAG2.fasta,82.7,0.55,2306093.0,14215.0
AtH2023_ERR1135220_MAG3.fasta,83.74,4.45,2444785.0,5731.0
AtH2023_ERR1135220_MAG4.fasta,60.84,0.08,1307156.0,19220.0
AtH2023_ERR1135220_MAG5.fasta,75.5,0.08,1946425.0,11551.0
AtH2023_ERR1135220_MAG6.fasta,95.99,0.86,1514194.0,11374.0
AtH2023_ERR1135220_MAG7.fasta,99.58,0.08,1057358.0,43289.0
AtH2023_ERR1135220_MAG8.fasta,91.59,0.82,1366832.0,8303.0
AtH2023_ERR1135220_MAG9.fasta,84.05,0.34,2331314.0,10646.0
AtH2023_ERR1135221_MAG1.fasta,82.88,1.76,1511801.0,5285.0
AtH2023_ERR1135221_MAG2.fasta,75.84,4.32,2334736.0,10025.0
AtH2023_ERR1135221_MAG3.fasta,88.69,0.05,2639586.0,13333.0
AtH2023_ERR1135221_MAG4.fasta,84.87,1.19,1938454.0,7556.0
AtH2023_ERR1135221_MAG5.fasta,88.01,0.0,2724102.0,44844.0
AtH2023_ERR1135221_MAG6.fasta,81.35,1.79,1684850.0,5784.0
AtH2023_ERR1135222_MAG1.fasta,57.39,0.77,1413072.0,24813.0
AtH2023_ERR1135222_MAG2.fasta,95.42,1.88,1716301.0,6885.0
AtH2023_ERR1135222_MAG3.fasta,83.08,0.11,2446676.0,37497.0
AtH2023_ERR1135222_MAG4.fasta,58.79,0.19,2055784.0,38827.0
AtH2023_ERR1135223_MAG1.fasta,86.13,1.84,2012112.0,20385.0
AtH2023_ERR1135223_MAG2.fasta,88.45,0.13,1856167.0,16372.0
AtH2023_ERR1135223_MAG3.fasta,71.82,1.94,2138446.0,16678.0
AtH2023_ERR1135223_MAG4.fasta,89.53,1.69,2258659.0,6858.0
AtH2023_ERR1135223_MAG5.fasta,91.45,2.59,1410352.0,15406.0
AtH2023_ERR1135223_MAG6.fasta,92.51,0.46,2401737.0,49295.0
AtH2023_ERR1135224_MAG01.fasta,92.33,3.11,2975118.0,6173.0
AtH2023_ERR1135224_MAG02.fasta,79.92,2.33,1805286.0,8155.0
AtH2023_ERR1135224_MAG03.fasta,81.8,0.3,1746060.0,8146.0
AtH2023_ERR1135224_MAG04.fasta,83.93,2.08,1422622.0,6242.0
AtH2023_ERR1135224_MAG05.fasta,87.95,1.92,1336289.0,5460.0
AtH2023_ERR1135224_MAG06.fasta,89.73,1.99,1605387.0,9372.0
AtH2023_ERR1135224_MAG07.fasta,87.89,0.45,2490520.0,19598.0
AtH2023_ERR1135224_MAG08.fasta,84.42,1.74,2563415.0,16083.0
AtH2023_ERR1135224_MAG09.fasta,79.26,0.2,1340451.0,18510.0
AtH2023_ERR1135224_MAG10.fasta,95.6,1.53,2438065.0,8939.0
AtH2023_ERR1135225_MAG1.fasta,84.11,0.98,2538071.0,7653.0
AtH2023_ERR1135225_MAG2.fasta,87.82,1.47,2184001.0,19649.0
AtH2023_ERR1135225_MAG3.fasta,80.73,0.92,2361757.0,14017.0
AtH2023_ERR1135225_MAG4.fasta,90.74,0.45,1741433.0,7064.0
AtH2023_ERR1135225_MAG5.fasta,78.8,0.97,1711707.0,5356.0
AtH2023_ERR1135226_MAG1.fasta,87.42,0.98,2306039.0,6433.0
AtH2023_ERR1135226_MAG2.fasta,86.72,2.36,2642975.0,8143.0
AtH2023_ERR1135226_MAG3.fasta,98.63,0.15,1821913.0,17641.0
AtH2023_ERR1135227_MAG1.fasta,84.95,2.05,1320692.0,7335.0
AtH2023_ERR1135227_MAG2.fasta,90.76,0.76,1997865.0,5260.0
AtH2023_ERR1135227_MAG3.fasta,89.73,2.13,2211077.0,9375.0
AtH2023_ERR1135227_MAG4.fasta,83.73,0.77,2059329.0,9272.0
AtH2023_ERR1135227_MAG5.fasta,85.98,1.93,2380319.0,5487.0
AtH2023_ERR1135227_MAG6.fasta,88.2,1.24,1701458.0,8065.0
AtH2023_ERR1135227_MAG7.fasta,98.68,0.12,1709082.0,29688.0
AtH2023_ERR1135227_MAG8.fasta,97.75,1.18,3057518.0,34146.0
AtH2023_ERR1135228_MAG1.fasta,80.99,4.17,2297917.0,5426.0
AtH2023_ERR1135228_MAG2.fasta,99.98,0.12,1833809.0,13401.0
AtH2023_ERR1135228_MAG3.fasta,90.02,5.5,2767655.0,15941.0
AtH2023_ERR1135228_MAG4.fasta,67.24,1.6,2032444.0,13311.0
AtH2023_ERR1135228_MAG5.fasta,99.09,2.24,2357013.0,7605.0
AtH2023_ERR1135228_MAG6.fasta,50.89,0.0,1250737.0,97945.0
AtH2023_ERR1135229_MAG01.fasta,82.86,0.69,1633221.0,5447.0
AtH2023_ERR1135229_MAG02.fasta,88.88,1.4,2179627.0,19895.0
AtH2023_ERR1135229_MAG03.fasta,88.63,1.39,2263888.0,11331.0
AtH2023_ERR1135229_MAG04.fasta,77.41,1.11,1526285.0,5605.0
AtH2023_ERR1135229_MAG05.fasta,85.42,0.44,2230810.0,7223.0
AtH2023_ERR1135229_MAG06.fasta,82.08,0.68,914087.0,5660.0
AtH2023_ERR1135229_MAG07.fasta,89.61,0.74,1871508.0,19488.0
AtH2023_ERR1135229_MAG08.fasta,91.93,1.02,2222278.0,27503.0
AtH2023_ERR1135229_MAG09.fasta,96.71,0.72,1541583.0,11529.0
AtH2023_ERR1135229_MAG10.fasta,86.85,2.08,2326954.0,11152.0
AtH2023_ERR1135229_MAG11.fasta,59.9,0.04,1004617.0,18399.0
AtH2023_ERR1135229_MAG12.fasta,79.67,0.93,1402801.0,14724.0
AtH2023_ERR1135230_MAG1.fasta,90.9,1.09,2162262.0,9609.0
AtH2023_ERR1135230_MAG2.fasta,86.56,3.2,2346795.0,17940.0
AtH2023_ERR1135230_MAG3.fasta,95.34,1.17,2907097.0,35362.0
AtH2023_ERR1135231_MAG1.fasta,93.39,0.81,1917696.0,12893.0
AtH2023_ERR1135231_MAG2.fasta,83.11,4.75,1996317.0,7213.0
AtH2023_ERR1135231_MAG3.fasta,73.41,1.05,1635808.0,5085.0
AtH2023_ERR1135232_MAG1.fasta,83.42,0.92,1838287.0,6833.0
AtH2023_ERR1135232_MAG2.fasta,80.66,3.23,2585932.0,7910.0
AtH2023_ERR1135232_MAG3.fasta,91.76,2.29,2320666.0,12483.0
AtH2023_ERR1135232_MAG4.fasta,84.31,0.02,2130045.0,11286.0
AtH2023_ERR1135232_MAG5.fasta,94.3,1.49,2312599.0,7057.0
AtH2023_ERR1135232_MAG6.fasta,85.24,3.43,2583841.0,7855.0
AtH2023_ERR1135233_MAG1.fasta,83.6,1.08,2728753.0,8270.0
AtH2023_ERR1135233_MAG2.fasta,50.57,0.01,788854.0,21259.0
AtH2023_ERR1135234_MAG1.fasta,86.68,0.09,2112970.0,12210.0
AtH2023_ERR1135234_MAG2.fasta,97.5,0.4,2376451.0,61027.0
AtH2023_ERR1135234_MAG3.fasta,94.81,0.52,2452269.0,9494.0
AtH2023_ERR1135234_MAG4.fasta,51.78,0.04,783347.0,12930.0
AtH2023_ERR1135235_MAG1.fasta,85.35,2.75,2484761.0,14162.0
AtH2023_ERR1135235_MAG2.fasta,94.39,3.37,2930444.0,41646.0
AtH2023_ERR1135235_MAG3.fasta,98.12,1.13,1321824.0,9170.0
AtH2023_ERR1135235_MAG4.fasta,96.01,1.84,2333866.0,6932.0
AtH2023_ERR1135235_MAG5.fasta,90.34,0.27,2336158.0,40060.0
AtH2023_ERR1135235_MAG6.fasta,94.07,2.34,3330448.0,9918.0
AtH2023_ERR1135235_MAG7.fasta,94.02,1.08,2571426.0,16189.0
AtH2023_ERR1135235_MAG8.fasta,100.0,7.74,2500141.0,13808.0
AtH2023_ERR1135235_MAG9.fasta,82.68,0.08,1888733.0,12989.0
AtH2023_ERR1135236_MAG1.fasta,99.96,0.03,1918922.0,15700.0
AtH2023_ERR1135236_MAG2.fasta,69.18,0.3,1065462.0,7287.0
AtH2023_ERR1135236_MAG3.fasta,83.98,1.43,2021703.0,9265.0
AtH2023_ERR1135237_MAG1.fasta,77.0,4.99,2032959.0,9952.0
AtH2023_ERR1135237_MAG2.fasta,91.93,0.02,2565608.0,34853.0
AtH2023_ERR1135237_MAG3.fasta,72.42,1.78,1518422.0,5862.0
AtH2023_ERR1135238_MAG1.fasta,76.25,4.01,1197470.0,7952.0
AtH2023_ERR1135238_MAG2.fasta,91.12,0.87,2443465.0,8861.0
AtH2023_ERR1135240_MAG1.fasta,93.79,1.83,2029980.0,19333.0
AtH2023_ERR1135240_MAG2.fasta,85.22,0.56,2606000.0,20369.0
AtH2023_ERR1135240_MAG3.fasta,97.83,0.33,1800287.0,16584.0
AtH2023_ERR1135240_MAG4.fasta,84.81,0.96,2045685.0,10012.0
AtH2023_ERR1135240_MAG5.fasta,69.27,1.69,1414539.0,5207.0
AtH2023_ERR1135240_MAG6.fasta,90.14,0.4,2288265.0,16080.0
AtH2023_ERR1135240_MAG7.fasta,61.1,0.25,2022488.0,10562.0
AtH2023_ERR1135240_MAG8.fasta,88.63,0.05,2208419.0,14121.0
AtH2023_ERR1135240_MAG9.fasta,87.02,0.05,1338189.0,11514.0
AtH2023_ERR1135241_MAG1.fasta,83.78,2.63,1806614.0,7106.0
AtH2023_ERR1135241_MAG2.fasta,86.84,1.46,2747685.0,5578.0
AtH2023_ERR1135241_MAG3.fasta,84.39,0.6,1780582.0,7402.0
AtH2023_ERR1135241_MAG4.fasta,82.53,2.98,2122230.0,6903.0
AtH2023_ERR1135241_MAG5.fasta,88.18,0.05,2284584.0,23354.0
AtH2023_ERR1135241_MAG6.fasta,84.03,1.01,2194326.0,6285.0
AtH2023_ERR1135241_MAG7.fasta,68.95,0.36,1348753.0,9915.0
AtH2023_ERR1135241_MAG8.fasta,62.06,1.1,1917421.0,16053.0
AtH2023_ERR1135241_MAG9.fasta,83.26,1.26,2742082.0,35360.0
AtH2023_ERR1135242_MAG1.fasta,83.9,3.27,2013656.0,10854.0
AtH2023_ERR1135242_MAG2.fasta,94.63,2.37,2476846.0,10905.0
AtH2023_ERR1135242_MAG3.fasta,95.49,1.78,1500826.0,5248.0
AtH2023_ERR1135242_MAG4.fasta,66.49,2.54,1924984.0,5627.0
AtH2023_ERR1135242_MAG5.fasta,85.76,1.97,2268579.0,12199.0
AtH2023_ERR1135242_MAG6.fasta,80.91,0.11,1318912.0,10535.0
AtH2023_ERR1135242_MAG7.fasta,63.45,0.15,1858154.0,14695.0
AtH2023_ERR1135242_MAG8.fasta,64.88,0.23,1624346.0,27507.0
AtH2023_ERR1135243_MAG1.fasta,81.54,5.26,1822024.0,5250.0
AtH2023_ERR1135243_MAG2.fasta,73.84,0.72,2533377.0,6343.0
AtH2023_ERR1135243_MAG3.fasta,86.91,0.48,2596049.0,33985.0
AtH2023_ERR1135243_MAG4.fasta,88.42,3.64,3194133.0,17901.0
AtH2023_ERR1135243_MAG5.fasta,90.88,1.15,2321201.0,7632.0
AtH2023_ERR1135243_MAG6.fasta,84.07,0.15,2666877.0,23750.0
AtH2023_ERR1135243_MAG7.fasta,84.79,1.62,2222034.0,20361.0
AtH2023_ERR1135244_MAG1.fasta,99.76,0.12,2029990.0,16659.0
AtH2023_ERR1135244_MAG2.fasta,84.17,3.1,1872413.0,6370.0
AtH2023_ERR1135244_MAG3.fasta,84.07,1.52,2474925.0,12947.0
AtH2023_ERR1135244_MAG4.fasta,83.98,1.76,2275962.0,6834.0
AtH2023_ERR1135245_MAG1.fasta,72.95,4.09,1873168.0,9460.0
AtH2023_ERR1135245_MAG2.fasta,96.38,0.53,1547534.0,10949.0
AtH2023_ERR1135245_MAG3.fasta,73.25,1.69,1621260.0,5231.0
AtH2023_ERR1135245_MAG4.fasta,86.6,1.68,1476910.0,9585.0
AtH2023_ERR1135245_MAG5.fasta,93.53,0.61,2698088.0,16033.0
AtH2023_ERR1135245_MAG6.fasta,79.07,1.06,1515102.0,5036.0
AtH2023_ERR1135245_MAG7.fasta,90.11,0.23,1140857.0,5042.0
AtH2023_ERR1135246_MAG1.fasta,99.87,0.05,1930583.0,19574.0
AtH2023_ERR1135246_MAG2.fasta,55.81,0.21,1215325.0,8780.0
AtH2023_ERR1135246_MAG3.fasta,94.28,1.44,2428097.0,9510.0
AtH2023_ERR1135246_MAG4.fasta,84.88,2.4,2439863.0,23165.0
AtH2023_ERR1135246_MAG5.fasta,58.79,0.09,961243.0,19156.0
AtH2023_ERR1135247_MAG01.fasta,84.51,6.26,2173939.0,5226.0
AtH2023_ERR1135247_MAG02.fasta,95.76,0.28,1835781.0,17840.0
AtH2023_ERR1135247_MAG03.fasta,64.8,1.94,1693338.0,5189.0
AtH2023_ERR1135247_MAG04.fasta,89.03,0.32,2373654.0,9452.0
AtH2023_ERR1135247_MAG05.fasta,91.42,0.48,2198040.0,61027.0
AtH2023_ERR1135247_MAG06.fasta,85.81,0.56,2093707.0,11581.0
AtH2023_ERR1135247_MAG07.fasta,67.27,1.91,2103438.0,18097.0
AtH2023_ERR1135247_MAG08.fasta,84.93,0.18,1850523.0,18798.0
AtH2023_ERR1135247_MAG09.fasta,86.86,2.49,1726182.0,6854.0
AtH2023_ERR1135247_MAG10.fasta,88.1,1.61,2634454.0,17938.0
AtH2023_ERR1135248_MAG1.fasta,99.8,3.09,1833569.0,19562.0
AtH2023_ERR1135248_MAG2.fasta,78.46,1.4,1655700.0,5672.0
AtH2023_ERR1135248_MAG3.fasta,91.05,0.16,2429584.0,9882.0
AtH2023_ERR1135248_MAG4.fasta,98.32,3.49,2256377.0,9967.0
AtH2023_ERR1135248_MAG5.fasta,82.0,0.08,1302378.0,7041.0
AtH2023_ERR1135248_MAG6.fasta,86.64,0.75,1686009.0,9921.0
AtH2023_ERR1135249_MAG1.fasta,99.75,0.14,2462317.0,58268.0
AtH2023_ERR1135249_MAG2.fasta,81.44,3.49,1886803.0,5507.0
AtH2023_ERR1135249_MAG3.fasta,86.47,1.57,1616317.0,17613.0
AtH2023_ERR1135249_MAG4.fasta,88.57,0.03,1857836.0,17341.0
AtH2023_ERR1135249_MAG5.fasta,97.65,0.07,1763730.0,13257.0
AtH2023_ERR1135250_MAG01.fasta,74.1,2.56,1617801.0,5680.0
AtH2023_ERR1135250_MAG02.fasta,99.21,3.55,946294.0,40130.0
AtH2023_ERR1135250_MAG03.fasta,99.33,0.1,1567628.0,38196.0
AtH2023_ERR1135250_MAG04.fasta,93.09,5.45,3072315.0,10543.0
AtH2023_ERR1135250_MAG05.fasta,97.42,0.06,1956023.0,14122.0
AtH2023_ERR1135250_MAG06.fasta,86.88,3.69,2370021.0,14946.0
AtH2023_ERR1135250_MAG07.fasta,91.51,0.54,1568915.0,8508.0
AtH2023_ERR1135250_MAG08.fasta,96.0,0.5,1402933.0,12453.0
AtH2023_ERR1135250_MAG09.fasta,99.98,0.46,3317613.0,33200.0
AtH2023_ERR1135250_MAG10.fasta,99.21,0.17,2721280.0,27163.0
AtH2023_ERR1135250_MAG11.fasta,85.71,0.03,2611143.0,23945.0
AtH2023_ERR1135250_MAG12.fasta,96.95,1.43,1948570.0,34173.0
AtH2023_ERR1135251_MAG1.fasta,80.26,0.57,2450249.0,12207.0
AtH2023_ERR1135251_MAG2.fasta,90.91,2.09,1237832.0,5059.0
AtH2023_ERR1135251_MAG3.fasta,95.91,0.64,2062976.0,14428.0
AtH2023_ERR1135252_MAG01.fasta,95.04,6.33,1809404.0,8508.0
AtH2023_ERR1135252_MAG02.fasta,96.29,0.43,1970584.0,19538.0
AtH2023_ERR1135252_MAG03.fasta,97.97,0.59,2017671.0,44394.0
AtH2023_ERR1135252_MAG04.fasta,85.24,0.44,1684029.0,7375.0
AtH2023_ERR1135252_MAG05.fasta,98.09,0.02,2888895.0,26777.0
AtH2023_ERR1135252_MAG06.fasta,94.72,1.47,1769855.0,23383.0
AtH2023_ERR1135252_MAG07.fasta,99.17,0.97,2076788.0,37469.0
AtH2023_ERR1135252_MAG08.fasta,84.77,0.89,2617675.0,10499.0
AtH2023_ERR1135252_MAG09.fasta,95.28,0.64,1465966.0,9442.0
AtH2023_ERR1135252_MAG10.fasta,97.08,1.78,2108283.0,12908.0
AtH2023_ERR1135252_MAG11.fasta,92.03,2.69,817573.0,5412.0
AtH2023_ERR1135252_MAG12.fasta,83.8,0.2,1863420.0,15371.0
AtH2023_ERR1135252_MAG13.fasta,97.91,0.21,1585620.0,17464.0
AtH2023_ERR1135253_MAG1.fasta,96.92,0.23,1777076.0,25852.0
AtH2023_ERR1135253_MAG2.fasta,97.89,0.26,2688039.0,31530.0
