Bin Id	Completeness	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	Quality_score	Sample	Ambigious_bases	Length_contigs	Length_scaffolds	N50	N_contigs	N_scaffolds	logN50
AtH2023_ERR1135189_MAG04	95.22	95.22	1.57	85.63	Gradient Boost (General Model)	11	0.914	10591	327.5675544794189	2217727	0.43	2065	None	87.37	ERR1135189	0	2217727	2217727	10591	290	290	9.267759862843668
AtH2023_ERR1135189_MAG05	90.81	90.81	2.02	75.39	Gradient Boost (General Model)	11	0.909	6294	284.86717428087985	1109618	0.45	1182	None	80.71000000000001	ERR1135189	0	1109618	1109618	6294	226	226	8.747352077624353
AtH2023_ERR1135189_MAG06	97.45	97.45	0.61	99.79	Gradient Boost (General Model)	11	0.883	28795	310.2722488038278	2200344	0.48	2090	None	94.4	ERR1135189	0	2200344	2200344	28795	149	149	10.267957039940772
AtH2023_ERR1135189_MAG07	84.61	84.61	1.85	76.64	Gradient Boost (General Model)	11	0.897	5985	266.32542819499344	1350180	0.58	1518	None	75.36	ERR1135189	0	1350180	1350180	5985	292	292	8.697011617992073
AtH2023_ERR1135189_MAG08	93.86	93.86	3.86	93.54	Gradient Boost (General Model)	11	0.882	15837	298.104222821204	2254467	0.58	2226	None	74.56	ERR1135189	0	2254467	2254467	15837	205	205	9.670104253491726
AtH2023_ERR1135189_MAG09	65.82	71.07	2.03	65.82	Neural Network (Specific Model)	11	0.894	15707	316.1914144968332	1505240	0.39	1421	None	55.67	ERR1135189	0	1505240	1505240	15707	155	155	9.661861751843032
AtH2023_ERR1135189_MAG10	96.78	96.78	0.81	97.15	Gradient Boost (General Model)	11	0.904	22390	297.5383670963781	1606176	0.51	1629	None	92.73	ERR1135189	0	1606176	1606176	22390	105	105	10.0163697095928
AtH2023_ERR1135189_MAG11	83.31	96.67	1.01	83.31	Neural Network (Specific Model)	11	0.919	35158	339.3220524017467	2026829	0.4	1832	None	78.26	ERR1135189	0	2026829	2026829	35158	98	98	10.467607467359835
AtH2023_ERR1135189_MAG12	94.67	94.67	0.5	88.72	Gradient Boost (General Model)	11	0.894	27271	308.3875370919881	1741362	0.49	1685	None	92.17	ERR1135189	0	1741362	1741362	27271	96	96	10.213579145500994
AtH2023_ERR1135190_MAG01	99.13	99.13	1.1	92.89	Gradient Boost (General Model)	11	0.893	49094	307.9072164948454	2504741	0.49	2425	None	93.63	ERR1135190	0	2504741	2504741	49094	100	100	10.801492106722966
AtH2023_ERR1135190_MAG02	83.27	87.97	0.69	83.27	Neural Network (Specific Model)	11	0.908	26270	315.80646672914713	2224268	0.4	2134	None	79.82	ERR1135190	0	2224268	2224268	26270	176	176	10.176182882679583
AtH2023_ERR1135190_MAG03	94.19	94.19	0.42	85.63	Gradient Boost (General Model)	11	0.91	62883	359.6476333583772	1574993	0.51	1331	None	92.09	ERR1135190	0	1574993	1574993	62883	49	49	11.04903113588867
AtH2023_ERR1135190_MAG04	80.75	80.75	3.08	89.61	Gradient Boost (General Model)	11	0.853	12718	294.3543254888963	3118578	0.56	3017	None	65.35	ERR1135190	0	3118578	3118578	12718	339	339	9.450773591827351
AtH2023_ERR1135190_MAG05	96.75	96.75	2.13	82.36	Gradient Boost (General Model)	11	0.916	8701	291.124474053296	2715009	0.44	2852	None	86.1	ERR1135190	0	2715009	2715009	8701	421	421	9.071193240566023
AtH2023_ERR1135190_MAG06	78.04	84.78	1.15	78.04	Neural Network (Specific Model)	11	0.918	8756	316.40610328638496	2199434	0.48	2130	None	72.29	ERR1135190	0	2199434	2199434	8756	326	326	9.077494458642754
AtH2023_ERR1135190_MAG07	91.71	91.71	2.15	92.8	Gradient Boost (General Model)	11	0.909	11551	294.3442307692308	1512447	0.45	1560	None	80.96	ERR1135190	0	1512447	1512447	11551	188	188	9.35452729228868
AtH2023_ERR1135190_MAG08	94.53	94.53	1.15	80.32	Gradient Boost (General Model)	11	0.859	9432	313.6739864864865	1295646	0.48	1184	None	88.78	ERR1135190	0	1295646	1295646	9432	200	200	9.151863442217207
AtH2023_ERR1135190_MAG09	99.94	100.0	0.18	99.94	Neural Network (Specific Model)	11	0.881	53775	326.0623405030988	3040719	0.39	2743	None	99.04	ERR1135190	0	3040719	3040719	53775	97	97	10.89256395413593
AtH2023_ERR1135190_MAG10	90.52	90.52	0.48	89.96	Gradient Boost (General Model)	11	0.86	7377	284.27153044432254	1805713	0.49	1823	None	88.11999999999999	ERR1135190	0	1805713	1805713	7377	320	320	8.906122330884303
AtH2023_ERR1135190_MAG11	89.37	89.37	1.75	94.36	Gradient Boost (General Model)	11	0.901	18459	297.98315658140984	1588657	0.53	1603	None	80.62	ERR1135190	0	1588657	1588657	18459	127	127	9.8233073354086
AtH2023_ERR1135190_MAG12	99.89	99.83	0.51	99.89	Neural Network (Specific Model)	11	0.874	54411	348.7791286727457	2358912	0.39	1974	None	97.34	ERR1135190	0	2358912	2358912	54411	72	72	10.904321618285532
AtH2023_ERR1135191_MAG01	95.41	95.41	0.41	86.68	Gradient Boost (General Model)	11	0.895	16238	292.59977064220186	2560151	0.44	2616	None	93.36	ERR1135191	0	2560151	2560151	16238	277	277	9.695109453422392
AtH2023_ERR1135191_MAG02	98.59	98.59	1.07	99.21	Gradient Boost (General Model)	11	0.908	41569	339.64751381215467	1013618	0.37	905	None	93.24	ERR1135191	0	1013618	1013618	41569	50	50	10.63510997614786
AtH2023_ERR1135191_MAG03	97.05	97.05	0.07	94.06	Gradient Boost (General Model)	11	0.9	11799	285.2538949798038	1643912	0.51	1733	None	96.7	ERR1135191	0	1643912	1643912	11799	223	223	9.37577006109992
AtH2023_ERR1135191_MAG04	94.02	94.02	0.34	74.28	Gradient Boost (General Model)	11	0.9	50833	329.2067474048443	1266879	0.45	1156	None	92.32	ERR1135191	0	1266879	1266879	50833	60	60	10.836301028962945
AtH2023_ERR1135191_MAG05	98.6	98.6	0.04	84.55	Gradient Boost (General Model)	11	0.854	48631	342.0066420664207	1626790	0.47	1355	None	98.4	ERR1135191	0	1626790	1626790	48631	65	65	10.792016466624611
AtH2023_ERR1135191_MAG06	94.53	94.53	2.36	84.04	Gradient Boost (General Model)	11	0.895	9259	286.4764813683568	1569543	0.52	1637	None	82.73	ERR1135191	0	1569543	1569543	9259	235	235	9.133351330448049
AtH2023_ERR1135191_MAG07	97.43	97.43	0.33	81.39	Gradient Boost (General Model)	11	0.908	8668	295.8410295230886	1289244	0.48	1321	None	95.78	ERR1135191	0	1289244	1289244	8668	205	205	9.067393362656247
AtH2023_ERR1135191_MAG08	98.37	97.67	0.04	98.37	Neural Network (Specific Model)	11	0.904	24337	347.42282650325546	3005785	0.49	2611	None	98.17	ERR1135191	0	3005785	3005785	24337	200	200	10.099753105042092
AtH2023_ERR1135191_MAG09	99.74	98.21	0.79	99.74	Neural Network (Specific Model)	11	0.875	17543	327.14239482200645	3115403	0.34	2781	None	95.79	ERR1135191	0	3115403	3115403	17543	274	274	9.772410288929184
AtH2023_ERR1135191_MAG10	81.61	81.61	1.03	88.82	Gradient Boost (General Model)	11	0.903	7457	276.1686460807601	1543013	0.53	1684	None	76.46	ERR1135191	0	1543013	1543013	7457	264	264	8.916908467543795
AtH2023_ERR1135191_MAG11	86.61	96.27	1.5	86.61	Neural Network (Specific Model)	11	0.916	19868	341.46086292478043	2925891	0.49	2619	None	79.11	ERR1135191	0	2925891	2925891	19868	211	211	9.89686567622724
AtH2023_ERR1135191_MAG12	90.21	90.66	2.23	90.21	Neural Network (Specific Model)	11	0.888	17558	319.03981677237493	3054097	0.48	2838	None	79.05999999999999	ERR1135191	0	3054097	3054097	17558	267	267	9.773264965486154
AtH2023_ERR1135191_MAG13	99.73	98.34	0.18	99.73	Neural Network (Specific Model)	11	0.92	107604	344.7421524663677	2502338	0.37	2230	None	98.83	ERR1135191	0	2502338	2502338	107604	60	60	11.586213100740048
AtH2023_ERR1135192_MAG01	95.9	99.27	4.25	95.9	Neural Network (Specific Model)	11	0.902	9685	277.43646996278574	1732145	0.39	1881	None	74.65	ERR1135192	0	1732145	1732145	9685	332	332	9.178333575841096
AtH2023_ERR1135192_MAG02	87.85	87.85	1.0	83.06	Gradient Boost (General Model)	11	0.899	8422	284.0405290102389	2216462	0.51	2344	None	82.85	ERR1135192	0	2216462	2216462	8422	374	374	9.038602608721874
AtH2023_ERR1135192_MAG03	93.11	93.11	0.02	86.68	Gradient Boost (General Model)	11	0.887	16805	283.9458281444583	1539073	0.55	1606	None	93.01	ERR1135192	0	1539073	1539073	16805	142	142	9.729431740159209
AtH2023_ERR1135192_MAG04	81.59	90.4	0.03	81.59	Neural Network (Specific Model)	11	0.912	11712	330.6412990790112	2241344	0.49	2063	None	81.44	ERR1135192	0	2241344	2241344	11712	299	299	9.368369236201092
AtH2023_ERR1135192_MAG05	85.57	89.44	3.67	85.57	Neural Network (Specific Model)	11	0.909	13977	328.9833899584749	2871290	0.46	2649	None	67.22	ERR1135192	0	2871290	2871290	13977	323	323	9.545168400484906
AtH2023_ERR1135192_MAG06	93.16	95.89	1.79	93.16	Neural Network (Specific Model)	11	0.826	23820	351.17252525252525	3153654	0.5	2475	None	84.21	ERR1135192	0	3153654	3153654	23820	200	200	10.07828084290929
AtH2023_ERR1135192_MAG07	97.16	97.16	6.95	98.9	Gradient Boost (General Model)	11	0.897	11766	285.01964240745406	3776225	0.44	3971	None	62.41	ERR1135192	0	3776225	3776225	11766	492	492	9.3729692954244
AtH2023_ERR1135192_MAG08	95.19	95.19	0.85	81.83	Gradient Boost (General Model)	11	0.857	12987	323.9321231254933	1435169	0.47	1267	None	90.94	ERR1135192	0	1435169	1435169	12987	171	171	9.471704136110093
AtH2023_ERR1135192_MAG09	90.16	90.16	4.53	95.05	Gradient Boost (General Model)	11	0.904	9252	289.5752427184466	1581736	0.45	1648	None	67.50999999999999	ERR1135192	0	1581736	1581736	9252	233	233	9.13259502335133
AtH2023_ERR1135192_MAG10	89.62	89.62	5.36	79.81	Gradient Boost (General Model)	11	0.933	5225	324.8648782911078	2098726	0.53	2013	None	62.82000000000001	ERR1135192	0	2098726	2098726	5225	473	473	8.561210076833012
AtH2023_ERR1135192_MAG11	83.23	83.74	0.91	83.23	Neural Network (Specific Model)	11	0.898	7124	313.093546990039	2412751	0.5	2309	None	78.68	ERR1135192	0	2412751	2412751	7124	440	440	8.871224644409553
AtH2023_ERR1135192_MAG12	97.39	97.39	0.11	93.74	Gradient Boost (General Model)	11	0.902	13425	297.3760683760684	1501326	0.51	1521	None	96.84	ERR1135192	0	1501326	1501326	13425	156	156	9.504873919377063
AtH2023_ERR1135192_MAG13	95.12	95.12	0.59	85.12	Gradient Boost (General Model)	11	0.923	28910	332.1788782213239	2132977	0.38	1979	None	92.17	ERR1135192	0	2132977	2132977	28910	110	110	10.271942835010393
AtH2023_ERR1135192_MAG14	96.1	96.1	0.11	85.33	Gradient Boost (General Model)	11	0.869	88086	324.70435510887773	1336870	0.41	1194	None	95.55	ERR1135192	0	1336870	1336870	88086	23	23	11.386068888967516
AtH2023_ERR1135192_MAG15	83.68	93.15	0.21	83.68	Neural Network (Specific Model)	11	0.895	20112	365.8514893617021	2876468	0.49	2350	None	82.63000000000001	ERR1135192	0	2876468	2876468	20112	212	212	9.909071930830027
AtH2023_ERR1135192_MAG16	92.15	94.68	0.16	92.15	Neural Network (Specific Model)	11	0.912	9762	294.7973704563032	1251316	0.52	1293	None	91.35	ERR1135192	0	1251316	1251316	9762	176	176	9.186252576447092
AtH2023_ERR1135192_MAG17	94.45	94.45	1.03	88.25	Gradient Boost (General Model)	11	0.897	5277	333.2654867256637	1005674	0.33	904	None	89.3	ERR1135192	0	1005674	1005674	5277	232	232	8.571113033405668
AtH2023_ERR1135193_MAG01	94.36	94.36	1.5	85.08	Gradient Boost (General Model)	11	0.884	13479	288.3420469649978	2202083	0.49	2257	None	86.86	ERR1135193	0	2202083	2202083	13479	283	283	9.508888197738267
AtH2023_ERR1135193_MAG02	96.19	99.57	1.63	96.19	Neural Network (Specific Model)	11	0.887	15342	278.2379162191192	1748628	0.38	1862	None	88.03999999999999	ERR1135193	0	1748628	1748628	15342	197	197	9.63834944451924
AtH2023_ERR1135193_MAG03	85.68	91.93	2.59	85.68	Neural Network (Specific Model)	11	0.9	9976	282.28913324708924	2901607	0.44	3092	None	72.73	ERR1135193	0	2901607	2901607	9976	455	455	9.207937487359873
AtH2023_ERR1135193_MAG04	97.43	97.43	0.02	95.32	Gradient Boost (General Model)	11	0.904	91722	350.26537785588755	1980943	0.42	1707	None	97.33	ERR1135193	0	1980943	1980943	91722	43	43	11.426517542229089
AtH2023_ERR1135193_MAG05	77.84	84.07	1.23	77.84	Neural Network (Specific Model)	11	0.847	7313	336.5029469548133	2422424	0.51	2036	None	71.69	ERR1135193	0	2422424	2422424	7313	447	447	8.89740886527095
AtH2023_ERR1135193_MAG06	95.47	95.47	0.64	84.52	Gradient Boost (General Model)	11	0.919	10131	280.9964430894309	1800080	0.38	1968	None	92.27	ERR1135193	0	1800080	1800080	10131	259	259	9.223355309053677
AtH2023_ERR1135193_MAG07	78.46	95.07	3.0	78.46	Neural Network (Specific Model)	11	0.936	13179	343.189226519337	1590218	0.47	1448	None	63.46	ERR1135193	0	1590218	1590218	13179	165	165	9.486379932643889
AtH2023_ERR1135193_MAG08	99.7	100.0	0.01	99.7	Neural Network (Specific Model)	11	0.877	22772	290.0269005847953	1692366	0.39	1710	None	99.65	ERR1135193	0	1692366	1692366	22772	110	110	10.033286990070971
AtH2023_ERR1135193_MAG09	91.54	98.5	0.31	91.54	Neural Network (Specific Model)	11	0.913	28155	346.12594458438286	3155857	0.49	2779	None	89.99000000000001	ERR1135193	0	3155857	3155857	28155	172	172	10.24548023768872
AtH2023_ERR1135193_MAG10	85.37	94.18	0.33	85.37	Neural Network (Specific Model)	11	0.918	64779	348.2138697723663	2147066	0.4	1889	None	83.72	ERR1135193	0	2147066	2147066	64779	59	59	11.07873675574294
AtH2023_ERR1135194_MAG01	94.1	94.1	1.01	94.23	Gradient Boost (General Model)	11	0.89	21647	302.0089635854342	1813406	0.52	1785	None	89.05	ERR1135194	0	1813406	1813406	21647	131	131	9.982622155699856
AtH2023_ERR1135194_MAG02	99.4	99.4	9.1	99.78	Gradient Boost (General Model)	11	0.895	22757	290.1417687976151	2930918	0.44	3019	None	53.900000000000006	ERR1135194	0	2930918	2930918	22757	317	317	10.032628069359218
AtH2023_ERR1135194_MAG03	80.62	76.53	0.06	80.62	Neural Network (Specific Model)	11	0.883	10566	334.7085806799784	2103429	0.51	1853	None	80.32000000000001	ERR1135194	0	2103429	2103429	10566	262	262	9.26539657772426
AtH2023_ERR1135194_MAG04	86.14	86.14	0.21	89.92	Gradient Boost (General Model)	11	0.894	11005	286.7816337426588	1799392	0.55	1873	None	85.09	ERR1135194	0	1799392	1799392	11005	239	239	9.30610499396056
AtH2023_ERR1135194_MAG05	97.03	95.94	0.66	97.03	Neural Network (Specific Model)	11	0.827	22001	345.4036349867474	3306611	0.5	2641	None	93.73	ERR1135194	0	3306611	3306611	22001	234	234	9.99884318585288
AtH2023_ERR1135194_MAG06	85.7	95.38	1.02	85.7	Neural Network (Specific Model)	11	0.914	12274	329.56951484431573	2982363	0.5	2762	None	80.60000000000001	ERR1135194	0	2982363	2982363	12274	345	345	9.415238482949045
AtH2023_ERR1135194_MAG07	96.45	95.82	1.92	96.45	Neural Network (Specific Model)	11	0.866	16696	338.414526129318	2643749	0.48	2258	None	86.85000000000001	ERR1135194	0	2643749	2643749	16696	237	237	9.722924448757036
AtH2023_ERR1135194_MAG08	94.19	94.19	0.36	91.9	Gradient Boost (General Model)	11	0.916	8610	315.6108897742364	776982	0.36	753	None	92.39	ERR1135194	0	776982	776982	8610	126	126	9.060679597421776
AtH2023_ERR1135194_MAG09	96.21	100.0	0.01	96.21	Neural Network (Specific Model)	11	0.88	15423	283.7171658986175	1675151	0.39	1736	None	96.16	ERR1135194	0	1675151	1675151	15423	174	174	9.643615180723614
AtH2023_ERR1135194_MAG10	89.92	97.28	0.62	89.92	Neural Network (Specific Model)	11	0.918	22338	336.4692937563971	2144464	0.4	1954	None	86.82000000000001	ERR1135194	0	2144464	2144464	22338	148	148	10.014044543100772
AtH2023_ERR1135194_MAG11	84.25	92.89	0.22	84.25	Neural Network (Specific Model)	11	0.901	34527	343.7173252279635	1881067	0.38	1645	None	83.15	ERR1135194	0	1881067	1881067	34527	93	93	10.4494969056366
AtH2023_ERR1135194_MAG12	99.77	99.77	1.67	92.95	Gradient Boost (General Model)	11	0.875	19955	300.91379310344826	1852062	0.42	1798	None	91.42	ERR1135194	0	1852062	1852062	19955	136	136	9.901235017482836
AtH2023_ERR1135194_MAG13	94.44	94.44	0.59	90.29	Gradient Boost (General Model)	11	0.91	23796	305.55906264945	2102431	0.45	2091	None	91.49	ERR1135194	0	2102431	2102431	23796	127	127	10.077272778307796
AtH2023_ERR1135195_MAG01	95.82	95.82	0.06	94.23	Gradient Boost (General Model)	11	0.905	83089	349.032664756447	2015657	0.42	1745	None	95.52	ERR1135195	0	2015657	2015657	83089	47	47	11.327667601443988
AtH2023_ERR1135195_MAG02	97.45	99.65	2.45	97.45	Neural Network (Specific Model)	11	0.912	22817	307.68741355463345	1461485	0.51	1446	None	85.2	ERR1135195	0	1461485	1461485	22817	97	97	10.035261151145573
AtH2023_ERR1135195_MAG03	92.94	92.94	1.22	78.44	Gradient Boost (General Model)	11	0.93	6173	313.6760655737705	1539563	0.47	1525	None	86.84	ERR1135195	0	1539563	1539563	6173	289	289	8.727940222393896
AtH2023_ERR1135195_MAG04	88.48	88.48	0.16	75.05	Gradient Boost (General Model)	11	0.914	6019	292.714632174616	1186558	0.48	1237	None	87.68	ERR1135195	0	1186558	1186558	6019	245	245	8.70267641154777
AtH2023_ERR1135195_MAG05	95.48	98.64	4.17	95.48	Neural Network (Specific Model)	11	0.864	8720	299.2472793228537	3431152	0.34	3308	None	74.63	ERR1135195	0	3431152	3431152	8720	511	511	9.073374516903025
AtH2023_ERR1135195_MAG06	92.08	92.08	2.0	80.46	Gradient Boost (General Model)	11	0.946	13704	358.9915302089215	2013242	0.55	1771	None	82.08	ERR1135195	0	2013242	2013242	13704	217	217	9.525443040003957
AtH2023_ERR1135195_MAG07	93.17	93.17	0.43	84.75	Gradient Boost (General Model)	11	0.935	11097	315.0021978021978	1836259	0.38	1820	None	91.02	ERR1135195	0	1836259	1836259	11097	230	230	9.314430080500564
AtH2023_ERR1135195_MAG08	80.88	80.88	1.63	82.73	Gradient Boost (General Model)	11	0.934	8464	347.8347659980898	2335103	0.52	2094	None	72.72999999999999	ERR1135195	0	2335103	2335103	8464	357	357	9.04357715409808
AtH2023_ERR1135195_MAG09	95.39	95.39	4.1	87.62	Gradient Boost (General Model)	11	0.894	18241	349.9311377245509	3132551	0.52	2672	None	74.89	ERR1135195	0	3132551	3132551	18241	258	258	9.811427086686914
AtH2023_ERR1135195_MAG10	90.63	93.71	0.11	90.63	Neural Network (Specific Model)	11	0.911	12089	327.94805802526906	2305303	0.43	2137	None	90.08	ERR1135195	0	2305303	2305303	12089	267	267	9.400051227201992
AtH2023_ERR1135195_MAG11	86.42	89.94	0.61	86.42	Neural Network (Specific Model)	11	0.915	19545	358.627024291498	2320220	0.49	1976	None	83.37	ERR1135195	0	2320220	2320220	19545	183	183	9.880474778227056
AtH2023_ERR1135195_MAG12	70.55	70.55	1.63	57.39	Gradient Boost (General Model)	11	0.928	8328	337.4420600858369	507411	0.38	466	None	62.4	ERR1135195	0	507411	507411	8328	87	87	9.027378610294804
AtH2023_ERR1135195_MAG13	95.1	95.1	1.06	87.87	Gradient Boost (General Model)	11	0.856	17584	350.6588151320485	1718338	0.38	1401	None	89.8	ERR1135195	0	1718338	1718338	17584	144	144	9.774744676643405
AtH2023_ERR1135196_MAG01	99.99	97.55	0.15	99.99	Neural Network (Specific Model)	11	0.887	22757	307.7761265580057	2167657	0.44	2086	None	99.24	ERR1135196	0	2167657	2167657	22757	142	142	10.032628069359218
AtH2023_ERR1135196_MAG02	88.78	88.78	6.98	85.69	Gradient Boost (General Model)	11	0.906	5903	272.90374585111425	1902506	0.41	2109	None	53.88	ERR1135196	0	1902506	1902506	5903	400	400	8.683215975240689
AtH2023_ERR1135196_MAG03	84.93	84.93	2.7	83.08	Gradient Boost (General Model)	11	0.904	6182	272.08322324966974	1365135	0.53	1514	None	71.43	ERR1135196	0	1365135	1365135	6182	288	288	8.729397122692061
AtH2023_ERR1135196_MAG04	90.25	94.74	0.09	90.25	Neural Network (Specific Model)	11	0.883	38062	351.97778806108283	2578778	0.46	2161	None	89.8	ERR1135196	0	2578778	2578778	38062	100	100	10.546971688076972
AtH2023_ERR1135196_MAG05	79.75	79.75	3.85	73.74	Gradient Boost (General Model)	11	0.884	5247	276.83833248601934	1844451	0.57	1967	None	60.5	ERR1135196	0	1844451	1844451	5247	414	414	8.565411763686711
AtH2023_ERR1135196_MAG06	84.25	84.25	1.14	67.38	Gradient Boost (General Model)	11	0.886	5792	271.8796192609183	1641464	0.59	1786	None	78.55	ERR1135196	0	1641464	1641464	5792	352	352	8.664232934065552
AtH2023_ERR1135196_MAG07	87.53	87.53	0.18	96.1	Gradient Boost (General Model)	11	0.88	47758	301.5083459787557	2029723	0.48	1977	None	86.63	ERR1135196	0	2029723	2029723	47758	67	67	10.773901871142757
AtH2023_ERR1135196_MAG08	79.91	78.71	1.97	79.91	Neural Network (Specific Model)	11	0.918	11626	328.02703962703964	2295971	0.48	2145	None	70.06	ERR1135196	0	2295971	2295971	11626	290	290	9.360999248261296
AtH2023_ERR1135196_MAG09	99.58	97.89	0.19	99.58	Neural Network (Specific Model)	11	0.9	24697	317.3033439490446	2652489	0.47	2512	None	98.63	ERR1135196	0	2652489	2652489	24697	168	168	10.114437057749631
AtH2023_ERR1135196_MAG10	92.8	97.69	1.03	92.8	Neural Network (Specific Model)	11	0.895	23484	366.1984609153503	3025199	0.49	2469	None	87.64999999999999	ERR1135196	0	3025199	3025199	23484	188	188	10.064074617184076
AtH2023_ERR1135196_MAG11	80.42	78.43	0.07	80.42	Neural Network (Specific Model)	11	0.911	35214	355.9658703071672	2058314	0.51	1758	None	80.07000000000001	ERR1135196	0	2058314	2058314	35214	92	92	10.46919900978639
AtH2023_ERR1135196_MAG12	97.47	97.47	0.14	84.76	Gradient Boost (General Model)	11	0.927	28315	367.27818448023424	2433145	0.49	2049	None	96.77	ERR1135196	0	2433145	2433145	28315	128	128	10.251146978547906
AtH2023_ERR1135197_MAG01	94.86	94.86	0.21	90.79	Gradient Boost (General Model)	11	0.906	40173	336.5137991779213	1894784	0.41	1703	None	93.81	ERR1135197	0	1894784	1894784	40173	73	73	10.600950407163676
AtH2023_ERR1135197_MAG02	98.83	99.1	0.31	98.83	Neural Network (Specific Model)	11	0.891	24363	309.2565626547796	2098446	0.45	2019	None	97.28	ERR1135197	0	2098446	2098446	24363	143	143	10.10082086695052
